356;"In occasione di un tiro della propria squadra un calciatore, in posizione di fuorigioco e che si trova all'interno della porta avversaria, spinge con forza alla schiena il portiere posizionato sulla linea di porta. L'Arbitro ...";interrompe il gioco solo se c'è la segnatura di una rete;interrompe il gioco e riprende con un calcio di punizione indiretto per fuorigioco;interrompe il gioco e riprende con un calcio di punizione diretto per il fallo;C; ; ; ; ; ; ; 
357;In caso di un'infrazione di fuorigioco, l'Arbitro assegna un calcio di punizione indiretto ...;dal punto in cui è avvenuta l'infrazione solo se è nella metà del terreno di gioco dei calciatori avversari;dal punto in cui è avvenuta l'infrazione compreso se è nella metà del terreno di gioco del calciatore in fuorigioco;le due risposte precedenti sono errate;B; ; ; ; ; ; ; 
358;"Nell'individuazione del fuorigioco, la dicitura ""essere più vicino alla linea di porta avversaria"" esclude ...";le mani e le braccia dell'attaccante;le mani e le braccia di tutti i calciatori, compresi i portieri;le mani e le braccia di tutti i calciatori, esclusi i portieri;B; ; ; ; ; ; ; 
359;"Quando il gioco viene interrotto per un'infrazione di fuorigioco, l'Arbitro accorderà un calcio di punizione indiretto che dovrà essere eseguito ...";dal punto in cui si trovava il pallone quando l'Arbitro è intervenuto;dal punto in cui si trovava il calciatore in posizione di fuorigioco al momento del passaggio del compagno;dal punto in cui il calciatore in posizione di fuorigioco viene coinvolto nel gioco attivo;C; ; ; ; ; ; ; 
360;Se un attaccante rimane immobile dentro la porta avversaria, mentre il pallone entra in rete, questa deve essere convalidata?;Sì, l'attaccante non è in fuorigioco perché si trova fuori dal terreno di gioco;Sì, sempre;No, se l'attaccante commette un'infrazione di fuorigioco o alla regola 12;C; ; ; ; ; ; ; 
361;Un calciatore che si trova in posizione di fuorigioco deve essere punito se arretra nella propria metà terreno di gioco per impossessarsi del pallone che gli è stato passato da un compagno?;No, l'Arbitro farà prosegire il gioco;"Si, la posizione di fuorigioco deve essere individuata nel momento in cui il pallone è toccato o giocato dal compagno e sanzionata quando e dove il calciatore prende parte attiva al gioco";No, perché rientrando nella propria metà campo sana la sua posizione di fuorigioco;B; ; ; ; ; ; ; 
362;Un calciatore riceve direttamente il pallone da un suo compagno e davanti a sè ha solamente il portiere e un difendente infortunato a terra. L'Arbitro...;interrompe il gioco per far soccorre il calciatore infortunato a terra;interrompe il gioco e concede un calcio di punizione indiretto per fuorigioco;fa proseguire perché non c'è alcuna infrazione;C; ; ; ; ; ; ; 
363;Un calciatore calcia il pallone verso un compagno che si trova in posizione di fuorigioco. Lungo la traiettoria, un difensore tocca intenzionalmente il pallone con le mani, ma il pallone perviene ugualmente al compagno in posizione di fuorigioco...;è da considerare che l'attaccante ha tratto vantaggio;non è da considerare che l'attaccante ha tratto vantaggio;nessuna delle risposte precedenti è corretta;B; ; ; ; ; ; ; 
364;"Per ""salvataggio"" nell'ambito della Regola 11 cosa si intende?";"Si intende quando un calciatore interrompe o tenta di interrompere la traiettoria, toccando il pallone che sta andando dentro o molto vicino alla porta, con qualsiasi parte del corpo tranne con le mani / braccia ( ad eccezione del portiere all'interno dell'area di rigore )";Si intende quando un calciatore difendente con una mano / braccio tocca il pallone che sta andando dentro la porta ed evita una rete;Si intende quando solo il portiere tocca con una mano / braccio il pallone che sta andando dentro la porta ed evita una rete;A; ; ; ; ; ; ; 
365;Se un calciatore in posizione di fuorigioco che sta giocando o tentando di giocare il pallone, o lo sta contendendo ad un avversario, subisce un'infrazione, l'Arbitro ...;accorderà un calcio di punizione a favore del calciatore in posizione di fuorigioco;sanzionerà il calciatore in posizione di fuorigioco in quanto si concretizza l'infrazione;sanzionerà il calciatore in posizione di fuorigioco e riprenderà con un calcio di punizione diretto;B; ; ; ; ; ; ; 
366;Un calciatore in posizione di fuorigioco si muove verso il pallone con l'intenzione di giocarlo e subisce un fallo prima di giocare o tentare di giocare il pallone. L'Arbitro...;sanzionerà il fallo in quanto verificatosi prima dell'infrazione di fuorigioco;sanzionerà l'infrazione di fuorigioco in quanto è da punire sempre la posizione di fuorigioco;le risposte precedenti sono entrambe corrette;A; ; ; ; ; ; ; 
367;Tentare di trattenere un avversario...;viene punito con un calcio di punizione indiretto;viene punito con un calcio di punizione diretto o di rigore se commesso da un difendente nella propria area di rigore;non costituisce infrazione e l'Arbitro fa proseguire il gioco;C; ; ; ; ; ; ; 
368;"""Negligenza"" significa che...";il calciatore ha mostrato una mancanza di attenzione o considerazione nell'effettuare un contrasto o che ha agito senza precauzione;il calciatore agisce con noncuranza del pericolo o delle conseguenze per l'avversario;il calciatore eccede nell'uso della forza necessaria e mette in pericolo l'incolumità di un avversario;A; ; ; ; ; ; ; 
369;A gioco in svolgimento, un calciatore di riserva entra sul terreno di gioco e colpisce con un pugno un avversario. L'Arbitro interrompe il gioco ed espelle l'autore della violenza. Come dovrà riprendere il gioco?;Con un calcio di punizione indiretto in favore della squadra del calciatore che ha subito la violenza;Con un calcio di punizione diretto o di rigore in favore della squadra del calciatore che ha subito la violenza;L'Arbitro, dopo aver interrotto il gioco, lo riprenderà con una propria rimessa;B; ; ; ; ; ; ; 
370;"Che cosa si deve intendere con il concetto di ""distanza di gioco""?";"La distanza dal pallone che consente, in relazione alla velocità dell'azione, a un calciatore di toccare il pallone allungando il piede o saltando o, per i portieri, saltando con le braccia protese";La distanza da rispettare sui calci di punizione;La distanza che bisogna rispettare sulle rimesse laterali;A; ; ; ; ; ; ; 
371;Con il pallone "non in gioco", un calciatore dà o tenta di dare un calcio ad un avversario. Per quale tipo di infrazione l'Arbitro sanzionerà il colpevole?;Condotta violenta;Comportamento antisportivo;Grave fallo di gioco;A; ; ; ; ; ; ; 
372;Dopo che l'Arbitro ha interrotto il gioco, un calciatore, in segno di dissenso dalla decisione assunta, lancia lontano il pallone. Come dovrà regolarsi l'Arbitro?;Richiama il calciatore colpevole ad avere un atteggiamento più corretto;Ammonirà il calciatore e farà riprendere il gioco per il motivo per cui è stato interrotto;Espelle il calciatore e farà riprendere il gioco per il motivo per cui è stato interrotto;B; ; ; ; ; ; ; 
373;Due calciatori di riserva avversari si trovano nel campo per destinazione. Mentre il pallone è in gioco uno di essi commette un'irregolarità nei confronti dell'altro. L'Arbitro...;salvo il vantaggio, interromperà il gioco e inviterà i calciatori a sedersi in panchina;salvo il vantaggio, interromperà il gioco, ammonirà o espellerà il colpevole e riprenderà con un calcio di punizione indiretto sulla linea perimetrale;salvo il vantaggio, interromperà il gioco, ammonirà o espellerà il colpevole e riprenderà con una propria rimessa nel punto ove si trovava il pallone al momento dell'interruzione;C; ; ; ; ; ; ; 
374;Durante lo svolgimento di un'azione di gioco, due calciatori tra loro avversari, commettono contemporaneamente due distinte infrazioni. L'Arbitro...;interrompe il gioco, valuta se è necessario adottare provvedimenti disciplinari e riprende con un calcio di punizione diretto o indiretto che sanziona l'infrazione più grave;farà proseguire il gioco;interrompe il gioco e assegnerà un calcio di punizione a favore della squadra difendente;A; ; ; ; ; ; ; 
375;Il portiere prima di rilanciare il pallone, che tiene tra le mani, lo fa rimbalzare a terra. Un avversario, allungando un piede, sottrae il pallone al portiere e segna una rete. Come si regolerà l'Arbitro?;Non convaliderà la rete e riprenderà il gioco con un calcio di punizione indiretto;Convaliderà la rete perchè non c'è un'infrazione;Convaliderà la rete perché il pallone può essere conteso quando il portiere lo tiene tra le mani;A; ; ; ; ; ; ; 
376;"L'atto di ""caricare un avversario"" consiste ...";"nel tentativo di conquistare lo spazio usando il contatto fisico anche con l'uso di braccia o gomiti con il pallone a distanza di gioco";"nel tentativo di conquistare lo spazio usando il contatto fisico senza fare uso di braccia o gomiti con il pallone a distanza di gioco";"nel tentativo di conquistare lo spazio usando il contatto fisico senza fare uso di braccia o gomiti con il pallone vicino al gioco";B; ; ; ; ; ; ; 
377;Mentre il pallone è in gioco un calciatore di riserva seduto in panchina lancia un oggetto con vigoria sproporzionata contro un avversario titolare che si trova all'interno del terreno di gioco. L'Arbitro...;accorderà un calcio di punizione diretto ed espellerà il colpevole;accorderà un calcio di punizione indiretto ed espellerà il colpevole;accorderà un calcio di punizione diretto ed ammonirà il colpevole;A; ; ; ; ; ; ; 
378;Mentre il pallone è in gioco un portiere finisce all'interno della porta e colpisce violentemente un avversario, nello spazio fra la linea di porta e la rete. Decisioni ...;interruzione del gioco, espulsione e calcio di rigore;interruzione del gioco e calcio di punzione a favore della squadra difendente;il gioco prosegue perché sono fuori del terreno di gioco;A; ; ; ; ; ; ; 
379;"Mentre un portiere rilascia il pallone dalle mani per rilanciarlo, calciandolo ""al volo"", un avversario lo intercetta prima che il portiere stesso possa calciarlo...";se segna una rete l'Arbitro la convaliderà;è consentito, se non commette fallo.;è un'infrazione impedire al portiere di rilasciare il pallone dalle mani;C; ; ; ; ; ; ; 
380;Nell'esecuzione di un calcio di punizione diretto il pallone viene solo toccato quando, contemporaneamente, un difendente nella propria area di rigore colpisce con un pugno un avversario. L'Arbitro...;espelle il calciatore e assegnerà un calcio di rigore;espelle il calciatore e farà ripetere il calcio di punizione diretto;farà proseguire il gioco e alla prima interruzione espellerà il calciatore colpevole;B; ; ; ; ; ; ; 
381;Ostacolare la progressione di un avversario, senza contatto fisico, significa ...;mettersi sulla traiettoria dell'avversario per ostruirlo con il pallone non a distanza di gioco da entrambi i calciatori;mettersi tra il pallone e l'avversario quando il pallone è a distanza di gioco;le risposte precedenti sono entrambe corrette;A; ; ; ; ; ; ; 
382;Un calciatore nell'ostacolare la progressione di un avversario viene con lui a contatto fisico. Quale deve essere la decisione dell'Arbitro?;Assegnerà un calcio di punizione indiretto;Assegnerà un calcio di punizione diretto o di rigore;Farà proseguire il gioco perché non c'è infrazione;B; ; ; ; ; ; ; 
383;"Per ""gioco pericoloso"" si intende ...";qualsiasi azione di un calciatore che, nel tentativo di giocare il pallone, mette in pericolo l'incolumità di un avversario o di se stesso;qualsiasi azione di un calciatore che mette in pericolo l'incolumità di un avversario quando non ha la possibilità di giocare il pallone;qualsiasi azione di un calciatore che lontano dall'azione mette in pericolo la propria incolumità;A; ; ; ; ; ; ; 
384;Un tackle o un contrasto che mette in pericolo l'incolumità di un avversario o commesso con vigoria sproporzionata deve essere sanzionato come ...;condotta violenta;grave fallo di gioco;come fallo imprudente;B; ; ; ; ; ; ; 
385;Mentre il pallone è in gioco, un calciatore titolare lancia un oggetto contro un calciatore avversario in maniera imprudente, l'Arbitro cosa farà?;Interromperà il gioco, lo riprenderà con un calcio di punizione diretto o di rigore ed espellerà il colpevole;Interromperà il gioco, lo riprenderà con un calcio di punizione diretto o di rigore ed ammonirà il colpevole;Se non ha colpito nessun avversario, farà proseguire il gioco;B; ; ; ; ; ; ; 
386;Un attaccante, dentro la porta avversaria, distrae un avversario mentre viene segnata una rete. L'Arbitro...;non dovrà convalidare la rete e il calciatore sarà ammonito per comportamento antisportivo;dovrà convalidare la rete e il calciatore sarà ammonito per comportamento antisportivo;non dovrà convalidare la rete , il calciatore sarà ammonito per comportamento antisportivo e il gioco riprenderà con un calcio di punizione diretto a favore della squadra difendente;A; ; ; ; ; ; ; 
387;Se un calciatore titolare che si trova all'esterno del terreno di gioco lancia un oggetto contro un avversario che si trova all'interno del terreno di gioco, l'Arbitro ...;riprenderà il gioco con un calcio di punizione indiretto;riprenderà il gioco con un calcio di punizione diretto;riprenderà il gioco con una propria rimessa;B; ; ; ; ; ; ; 
388;"Un Assistente alza la bandierina per segnalare la condotta violenta di un calciatore che subito dopo segna una rete. L'Arbitro non si accorge della segnalazione ed accorda la rete. Subito dopo l'Arbitro vede la segnalazione e...";annulla la rete, espelle il calciatore e riprende con un calcio di punizione diretto o di rigore;annulla la rete, espelle il calciatore e riprende con un calcio di punizione indiretto;convalida la rete;A; ; ; ; ; ; ; 
389;Un Assistente segnala che il pallone ha oltrepassato la linea di porta, al di fuori dei pali. Prima che l'Arbitro se ne avveda, un difendente all'interno dell'area di rigore colpisce con un pugno un avversario. Quale deve essere la decisione dell'Arbitro?;Espelle il calciatore e assegna un calcio di rigore;Accorda un calcio di rinvio o un calcio d'angolo;Espelle il calciatore e accorda un calcio di rinvio o un calcio d'angolo;C; ; ; ; ; ; ; 
390;"Un attaccante tocca volontariamente il pallone con la mano con l'intento di segnare una rete ma il pallone termina alto sulla traversa. L'Arbitro ...";interrompe il gioco ed espelle l'attaccante;farà proseguire il gioco;interrompe il gioco e ammonisce l'attaccante;C; ; ; ; ; ; ; 
391;Un calciatore (A), che si trova all'interno della propria area di rigore insieme all'Arbitro, gli lancia volutamente una scarpa contro a gioco in svolgimento. Quale decisione dovrà assumere l'Arbitro?;Espellerà (A) e accorderà un calcio di rigore;Espellerà (A) e riprenderà con una rimessa propria;Espellerà (A) e accorderà un calcio di punizione indiretto;A; ; ; ; ; ; ; 
392;Un calciatore (A) respinge intenzionalmente con le mani il pallone che sta entrando nella sua porta. Un avversario riprende il pallone, tira e segna. Quale decisione deve assumere l'Arbitro?;Applica il vantaggio, convalida la rete e ammonisce (A);Interrompe immediamente il gioco, espelle (A) e assegnerà un calcio di rigore;Applica il vantaggio, convalida la rete ed espelle (A);A; ; ; ; ; ; ; 
393;Un calciatore di riserva entra sul terreno di gioco e colpisce il pallone con un piede per evitare che entri nella propria porta. Il pallone, toccato, entra comunque in porta. Che decisione assume l'Arbitro?;Convalida la rete ed espelle (per doppia ammonizione) il calciatore di riserva;Convalida la rete ed ammonisce il calciatore di riserva;Interrompe il gioco, espelle il calciatore di riserva ed assegna un calcio di rigore;A; ; ; ; ; ; ; 
394;"Un calciatore che si interpone tra un avversario e il pallone per ragioni tattiche non commette un'infrazione ...";finché il pallone è a distanza di gioco;finchè il calciatore non tiene a distanza l'avversario utilizzando le braccia o il corpo;finché il pallone è a distanza di gioco e il calciatore non tiene a distanza l'avversario utilizzando le braccia o il corpo;C; ; ; ; ; ; ; 
395;Un calciatore chiede il permesso di uscire dal terreno di gioco quando gli perviene il pallone e segna una rete. L'Arbitro...;convaliderà la rete perché il calciatore non era ancora uscito dal terreno di gioco;la rete non verrà convalidata e non verrà assunto nessun provvedimento disciplinare;la rete non verrà convalidata e il calciatore verrà ammonito per comportamento antisportivo;C; ; ; ; ; ; ; 
396;"Un calciatore di riserva entra sul terreno di gioco e colpisce violentemente un avversario. L'Arbitro...";espelle il calciatore e riprende il gioco con una propria rimessa dove si trovava il pallone;ammonisce il calciatore e riprende il gioco con un calcio di punizione indiretto dove si trovava il pallone;espelle il calciatore e riprende il gioco con un calcio di punizione diretto o di rigore dove è avvenuta l'infrazione;C; ; ; ; ; ; ; 
397;Un calciatore gioca in modo pericoloso alzando una gamba mentre un avversario cerca di giocare il pallone con la testa venendo a contatto con l'avversario stesso. L'Arbitro dovrà...;accordare un calcio di punizione diretto o di rigore;accordare un calcio di punizione indiretto;entrambi commettono infrazione pertanto il gioco prosegue;A; ; ; ; ; ; ; 
398;"Un calciatore lascia il terreno di gioco durante la gara, senza il permesso dell'Arbitro, e non si presenta più. L'Arbitro...";farà proseguire il gioco e indicherà l'accaduto nel rapporto di gioco;dovrà considerare il calciatore ammonito (o espulso, se trattasi di seconda ammonizione), avvisare il capitano e indicare l'accaduto nel rapporto di gara;chiederà al capitano di effettuare una sostituzione;B; ; ; ; ; ; ; 
399;Un calciatore passa volontariamente con i piedi il pallone al proprio portiere che se ne avvede in ritardo e, per evitare un'autorete, lo devia in calcio d'angolo con le mani. L'Arbitro accorderà...;un calcio di punizione indiretto;un calcio d'angolo;un calcio di punizione indiretto ed espellerà il portiere;A; ; ; ; ; ; ; 
400;"Un calciatore si rende colpevole di ""condotta violenta"" se, a gioco in svolgimento,...";usa vigoria sproporzionata nei confronti di un avversario durante un contrasto per il possesso del pallone;usa imprudenza nei confronti di un avversario durante un contrasto per il possesso del pallone;usa vigoria sproporzionata nei confronti di un avversario in mancanza di contesa del pallone;C; ; ; ; ; ; ; 
401;Un calciatore supera il portiere avversario e calcia il pallone verso la porta sguarnita. Un difendente, dall'esterno dell'area di rigore, lancia un parastinchi impedendo al pallone di entrare in porta. L'Arbitro...;interrompe il gioco, accorda un calcio di rigore ed espelle il calciatore;interrompe il gioco, accorda un calcio di rigore ed ammonisce il calciatore;interrompe il gioco, accorda un calcio di punizione indiretto ed espelle il calciatore;A; ; ; ; ; ; ; 
402;Un calciatore titolare, per evitare che la squadra avversaria segni una rete, rientra sul terreno di gioco senza autorizzazione e arresta il pallone con la mano nella propria area di rigore. L'Arbitro...;espellerà il calciatore e riprenderà il gioco con una propria rimessa;ammonirà il calciatore e assegnerà un calcio di rigore;espellerà il calciatore e assegnerà un calcio di rigore;C; ; ; ; ; ; ; 
403;"Un calciatore, diverso dal portiere, lancia con le mani un parastinchi e con questo colpisce il pallone che si trova all'interno dell'area di rigore impedendogli di entrare in rete. L'Arbitro...";concede un calcio di punizione indiretto e ammonisce il difensore;concede un calcio di rigore e ammonisce il difensore;concede un calcio di rigore ed espelle il difensore;C; ; ; ; ; ; ; 
404;Un calcio di punizione indiretto viene accordato se un portiere, all'interno della propria area di rigore,...;fa con il pallone nelle mani più di sei passi prima di spossessarsene;controlla il pallone con le mani/braccia per più di sei secondi prima di spossessarsene;controlla il pallone con le mani/braccia e fa più di sei passi prima di spossessarsene;B; ; ; ; ; ; ; 
405;Un difensore tocca volontariamente il pallone con la mano sulla propria linea di porta nel tentativo di evitare una rete ma il pallone entra ugualmente in porta. L'Arbitro cosa fa?;Convalida solo la rete e non prende nessun provvedimento disciplinare;Assegna un calcio di rigore e ammonisce il difensore;Convalida la rete e ammonisce il difensore;C; ; ; ; ; ; ; 
406;Un fallo punibile con un calcio di punizione diretto, commesso da un calciatore su una linea delimitante la propria area di rigore, viene sempre punito ...;con un calcio di rigore;con un calcio di punizione fuori dell'area di rigore;con un calcio di punizione sulla linea dell'area di rigore;A; ; ; ; ; ; ; 
407;Un portiere, nell'effettuare una parata scivola a terra ed esce dalla linea di porta con parte del corpo e con tutto il pallone, che tiene tra le mani, pur restando con entrambi i piedi sul terreno di gioco. Quale decisione assumerà l'Arbitro?;Accorderà un calcio d'angolo;Farà proseguire il gioco in quanto i entrambi i piedi sono rimasti sul terreno di gioco;Riprenderà con un calcio di rinvio;A; ; ; ; ; ; ; 
408;"""Fallo di mano"" e ""trattenere un avversario"" sono infrazioni che devono sempre essere sanzionate con un'ammonizione?";Si, sempre. Inoltre vengono sanzionate con un calcio di punizione diretto o di rigore;No, non sempre. Vengono sanzionate con un calcio di punizione diretto o di rigore ma, in alcune circostanze, non sono passibili di alcun provvedimento disciplinare;Nessuna delle risposte precedenti è corretta;B; ; ; ; ; ; ; 
409;Con il pallone non in gioco possono essere inflitte le sanzioni disciplinari?;Si, di norma, possono essere prese solo sanzioni disciplinari;No, non possono essere presi provvedimenti disciplinari perchè il gioco è fermo;Si, ma solo ai calciatori titolari;A; ; ; ; ; ; ; 
410;Ai fini della sanzione disciplinare, un fallo commesso con negligenza è considerato più grave di un fallo commesso con imprudenza?;Si, perchè un fallo commesso con negligenza significa che il calciatore agisce con noncuranza del pericolo o delle conseguenze per l'avversario;Si, perché un fallo commesso con negligenza significa che il calciatore eccede nell'uso della forza necessaria e mette in pericolo l'incolumità di un avversario;"No, perché un fallo commesso con imprudenza è più grave ed è punito con l'ammonizione. Per un fallo commesso con negligenza non è previsto invece nessun provvedimento disciplinare";C; ; ; ; ; ; ; 
411;Ai calciatori è consentito esprimere la propria gioia dopo la segnatura di una rete?;Si, i calciatori possono festeggiare la segnatura di una rete ma tale festeggiamento non deve essere eccessivo;Si, i calciatori possono festeggiare la segnatura di una rete, possono coprirsi la testa o il volto con la maglia e possono fare gesti provocatori;Si, i calciatori possono festeggiare la segnatura di una rete togliendosi la maglia;A; ; ; ; ; ; ; 
412;Caricare un avversario con negligenza è considerata un'infrazione?;No, non è mai un'infrazione;Si, è una infrazione da punire sia tecnicamente sia disciplinarmente;Si, è un'infrazione da punire solo tecnicamente;C; ; ; ; ; ; ; 
413;Colpire con un pugno un proprio compagno si configura come...;condotta violenta;grave fallo di gioco;comportamento antisportivo;A; ; ; ; ; ; ; 
414;"Con il pallone in gioco due compagni si colpiscono reciprocamente con dei pugni sul terreno di gioco. L'Arbitro ...";fa proseguire il gioco e alla prima interruzione espelle entrambi i calciatori;espelle entrambi i calciatori ed assegna un calcio di punizione diretto o di rigore;espelle entrambi i calciatori e riprende con una propria rimessa;B; ; ; ; ; ; ; 
415;Con il pallone in gioco, un calciatore titolare sputa addosso all'Arbitro, trovandosi entrambi sul terreno di gioco. Decisioni ...;espulsione e calcio di punizione indiretto;espulsione e rimessa da parte dell'Arbitro;espulsione e calcio di punizione diretto o di rigore;C; ; ; ; ; ; ; 
416;Due calciatori possono contrastare, in modo regolare, lo stesso avversario nel medesimo tempo?;Si purchè il contrasto sia regolare;No, non è mai permesso contrastare un calciatore da due calciatori avversari;Nessuna delle due risposte precedenti è corretta;A; ; ; ; ; ; ; 
417;Due calciatori, compagni di squadra, a gioco in svolgimento, vengono alle mani nella loro area di rigore. Cosa deve fare l'Arbitro?;Espelle entrambi i calciatori ed accorda un calcio di rigore;Espelle entrambi i calciatori ed accorda un calcio di punizione indiretto;Fa proseguire il gioco e alla prima interruzione espelle entrambi i calciatori;A; ; ; ; ; ; ; 
418;Quali provvedimenti disciplinari possono essere comminati ai calciatori di riserva?;Possono essere richiamati solo verbalmente;Possono essere ammoniti o espulsi senza mostrare loro i cartellini gialli o rossi;Possono essere ammoniti o espulsi mostrando loro i cartellini gialli o rossi;C; ; ; ; ; ; ; 
419;Il cartellino rosso o giallo può essere mostrato anche a persone diverse dei calciatori titolari, di riserva o sostituiti?;No, il cartellino giallo o rosso può essere mostrato solo ai calciatori titolari;No, il cartellino giallo o rosso può essere mostrato solo ai calciatori titolari, di riserva o sostituiti;Si, il cartellino giallo o rosso può essere mostrato ai calciatori titolari, di riserva o sostituiti e ai dirigenti;C; ; ; ; ; ; ; 
420;Il portiere dopo aver effettuato regolarmente una parata, per effetto dello slancio, esce dall'area di rigore con il pallone tra le mani. L'Arbitro...;accorderà un calcio di punizione indiretto;accorderà un calcio di punizione diretto;accorderà un calcio di punizione diretto ed ammonirà il portiere;B; ; ; ; ; ; ; 
421;Il portiere può mantenere il possesso del pallone tra le mani...;fino a dieci secondi;può fare solo sei passi;fino a sei secondi e può fare quanti passi vuole;C; ; ; ; ; ; ; 
422;Se un calciatore tocca il pallone con un oggetto tenuto in mano...;"il gioco sarà ripreso con un calcio di punizione diretto o di rigore";il gioco sarà ripreso con un calcio di punizione indiretto;il gioco sarà ripreso con una rimessa da parte dell'Arbitro;A; ; ; ; ; ; ; 
423;L'utilizzo di espressione blasfema da parte di un calciatore di riserva o sostituito comporta l'espulsione?;Si, un calciatore di riserva o sostituto che utilizza un'espressione blasfema va espulso con cartellino rosso;No, un calciatore di riserva o sostituto che utilizza un'espressione blasfema va ammonito;Nessuna delle risposte precedenti è corretta;A; ; ; ; ; ; ; 
424;In occasione di una condotta violenta con il pallone in gioco, l'Arbitro riprende il gioco ...;con un calcio di punizione diretto o di rigore;con un calcio di punizione indiretto;con una propria rimessa;A; ; ; ; ; ; ; 
425;Una condotta violenta...;può essere commessa solo contro un avversario o un compagno di squadra;può essere commessa solo contro un avversario, un compagno di squadra o un Ufficiale di gara;può essere commessa contro un avversario, un compagno di squadra, un Ufficiale di gara, uno spettatore o qualsiasi altra persona sia dentro che fuori al terreno di gioco;C; ; ; ; ; ; ; 
426;"Nell'ambito della regola 12 ""imprudenza"" significa che il calciatore...";ha agito con noncuranza del pericolo o delle conseguenze per un avversario;ha mostrato una mancanza di attenzione nell'effettuare un contrasto;eccede nell'uso della forza necessaria mettendo in pericolo l'incolumità di un avversario;A; ; ; ; ; ; ; 
427;"Nell'ambito della Regola 12 ""negligenza"" significa che il calciatore ...";agisce con noncuranza del pericolo o delle conseguenze per l'avversario;mostra una mancanza di attenzione nell'effettuare un contrasto;eccede nell'uso della forza necessaria mettendo in pericolo l'incolumità di un avversario;B; ; ; ; ; ; ; 
428;"Che cosa si intende per ""impedire la progressione ad un avversario""?";L'atto di costituire con il proprio corpo un ostacolo fra il pallone, non a distanza di gioco, ed un avversario in movimento per impedirgli, senza contatto fisico, di raggiungere il pallone;L'atto di costituire con il proprio corpo un ostacolo fra il pallone, a distanza di gioco, ed un avversario;L'atto di costituire con il proprio corpo un ostacolo fra il pallone, non a distanza di gioco, ed un avversario in movimento per impedirgli con contatto fisico di raggiungere il pallone;A; ; ; ; ; ; ; 
429;Quando il pallone si trova fuori dal terreno di gioco o durante un'interruzione di gioco, quali provvedimenti può assumere l'Arbitro?;Di norma possono essere assunti soltanto provvedimenti disciplinari;Possono essere assunti sia provvedimenti tecnici sia disciplinari;Nessuna delle risposte precedenti è corretta;A; ; ; ; ; ; ; 
430;Quando il portiere è entrato in possesso del pallone con le mani, può essere contrastato da un avversario?;No, non può essere mai contrastato da un avversario;Si, solo se un avversario arriva da dietro e colpisce il pallone con la testa;Si, solo quando il portiere rilascia il pallone dalle mani per rilanciarlo;A; ; ; ; ; ; ; 
431;Se nell'impedire la progressione ad un avversario si verifica un contatto fisico, come dovrà regolarsi l'Arbitro?;Dovrà concedere un calcio di punizione diretto o di rigore;Dovrà far proseguire il gioco perchè nel gioco del calcio è permesso il contatto fisico;Dovrà concedere un calcio di punizione indiretto;A; ; ; ; ; ; ; 
432;Un calciatore titolare deve essere ammonito se infrange ripetutamente le Regole del Gioco?;Si, dopo tre falli consecutivi;Si, dopo cinque falli consecutivi;Si, non è definito un numero specifico di infrazioni da commettere;C; ; ; ; ; ; ; 
433;"Se un calciatore nega un'evidente opportunità di segnare una rete commettendo un fallo di ""gioco pericoloso"" nei confronti di un avversario, l'Arbitro ...";dovrà ammonire il calciatore e riprendere il gioco con un calcio di punizione indiretto;dovrà espellere il calciatore e riprendere il gioco con un calcio di punizione indiretto;dovrà espellere il calciatore e riprendere il gioco con un calcio di punizione diretto o di rigore;B; ; ; ; ; ; ; 
434;Sputare contro un Ufficiale di gara, che si trova sul terreno di gioco, si punisce con...;un calcio di punizione indiretto nel punto in cui è avvenuta l'infrazione e l'espulsione del colpevole;un calcio di punizione diretto nel punto in cui è avvenuta l'infrazione e l'espulsione del colpevole;una rimessa da parte dell'Arbitro nel punto in cui è avvenuta l'infrazione e l'espulsione del colpevole;B; ; ; ; ; ; ; 
435;Trattenere un avversario è un fallo punibile ...;con un calcio di punizione diretto;con un calcio di punizione indiretto;trattenere un avversario non è un fallo pertanto il gioco deve essere fatto proseguire;A; ; ; ; ; ; ; 
436;Trattenere un avversario prevede l'ammonizione obbligatoria del calciatore che ha commesso il fallo?;Si, perché il regolamento vieta di trattenere un avversario;No, di norma la trattenuta non è punita disciplinarmente. In taluni casi specifici questa infrazione è però meritevole di ammonizione o espulsione;No, non va mai preso un provvedimento disciplinare;B; ; ; ; ; ; ; 
437;Un calciatore che commette un fallo con negligenza ...;deve essere ammonito perché ha agito con noncuranza del pericolo o delle conseguenze per l'avversario;deve essere ammonito perché mostra una mancanza di attenzione nell'effettuare un contrasto;non è necessario alcun provvedimento disciplinare quando un calciatore mostra una mancanza di attenzione nell'effettuare un contrasto;C; ; ; ; ; ; ; 
438;Un calciatore che lancia, con imprudenza e senza intenzione di nuocere ad un avversario, qualsiasi oggetto come dovrà essere punito?;Tenuto conto che il calciatore non ha la volontà di far del male all'avversario, dovrà essere ammonito;Tenuto conto che il calciatore ha lanciato un oggetto contro un avversario, dovrà essere espulso;Tenuto conto che il calciatore non ha la volontà di far del male all'avversario, l'Arbitro lo richiama ad un comportamento più corretto;A; ; ; ; ; ; ; 
439;Un calciatore che protesta, anche in modo non verbale, contro una decisione dell'Arbitro ...;dovrà essere ammonito;dovrà essere richiamato ad avere un comportamento più corretto;"dovrà essere espulso perché il calciatore deve sempre accettare le decisioni dell'Arbitro";A; ; ; ; ; ; ; 
